id,task,stimulus,density,frequency,length,item,rt,log_rt,correct,NumID
N12,naming,nonword,low,high,6,menxge,1.787,.580538236177291,TRUE,27
N12,naming,nonword,low,low,6,slinds,1.738,.5527350268432,TRUE,27
N12,naming,nonword,high,high,6,aettle,1.268,.237440856015034,TRUE,27
N12,naming,nonword,high,high,5,iound,1.671,.513422249613257,TRUE,27
N12,naming,nonword,high,low,4,swav,1.294,.257738196078709,TRUE,27
N12,naming,nonword,high,high,4,uabs,.996,-.00400802139753882,TRUE,27
N12,naming,word,high,high,4,park,.726,-.320205264157341,TRUE,27
N12,naming,nonword,high,high,5,oales,.946,-.0555127099302588,TRUE,27
N12,naming,word,low,high,6,helped,.555,-.588787165235702,TRUE,27
N12,naming,nonword,high,low,4,plap,.642,-.443166975292176,TRUE,27
N12,naming,word,low,low,5,plush,.635,-.454130280089445,TRUE,27
N12,naming,nonword,low,low,4,myde,1.137,.128393214768399,TRUE,27
N12,naming,word,high,low,4,melt,.894,-.112049503808623,TRUE,27
N12,naming,nonword,low,high,5,sgoal,1.106,.100749903100143,TRUE,27
N12,naming,nonword,high,high,4,eush,1.018,.017839918128331,TRUE,27
N12,naming,nonword,low,low,5,haivs,.934,-.0682788407532944,TRUE,27
N12,naming,word,high,low,5,berry,.835,-.180323554131282,TRUE,27
N12,naming,nonword,low,low,4,ipce,1.097,.0925791812930932,TRUE,27
N12,naming,word,low,low,6,masked,1.355,.303801454331664,TRUE,27
N12,naming,word,low,high,4,club,.653,-.426178149705706,TRUE,27
N12,naming,word,low,low,4,blur,.683,-.381260419411347,TRUE,27
N12,naming,word,high,high,5,pages,.662,-.412489723045129,TRUE,27
N12,naming,nonword,high,low,5,geams,1.092,.0880108773227134,TRUE,27
N12,naming,nonword,high,high,5,uests,1.838,.608678023933495,TRUE,27
N12,naming,word,low,low,6,glazed,1.335,.288931291852213,TRUE,27
N12,naming,word,low,low,6,compel,.941,-.0608121393967575,TRUE,27
N12,naming,nonword,high,low,4,yuts,.839,-.175544572514931,TRUE,27
N12,naming,word,high,high,5,homes,.778,-.251028754803745,TRUE,27
N12,naming,word,high,low,5,noses,.882,-.125563222975346,TRUE,27
N12,naming,nonword,high,high,4,ieep,.892,-.114289146402128,TRUE,27
N12,naming,word,low,low,5,truce,.773,-.257476230394715,TRUE,27
N12,naming,nonword,low,high,5,pjach,1.7,.53062825106217,TRUE,27
N13,naming,word,high,high,4,boat,2.118,.750472247179215,TRUE,28
N13,naming,nonword,low,low,4,pryp,.988,-.0120725812342692,TRUE,28
N13,naming,word,low,high,6,handed,.645,-.438504962186365,TRUE,28
N13,naming,word,low,low,6,inform,.831,-.185125484126689,TRUE,28
N13,naming,nonword,high,low,6,blaked,.598,-.514164525031505,TRUE,28
N13,naming,word,high,low,6,ragged,.933,-.0693500781347932,TRUE,28
N13,naming,nonword,high,high,5,ients,.976,-.0242926925690446,TRUE,28
N13,naming,word,low,low,6,flexed,.638,-.449416995637347,TRUE,28
N13,naming,nonword,low,low,4,gwil,.69,-.371063681390832,TRUE,28
N13,naming,nonword,high,high,5,aeeds,.836,-.179126665897435,TRUE,28
N13,naming,word,low,low,4,soak,.76,-.27443684570176,TRUE,28
N13,naming,word,low,low,5,mirth,.791,-.234457311214483,TRUE,28
N13,naming,word,low,high,5,image,.64,-.446287102628419,TRUE,28
N13,naming,word,high,high,5,hills,.583,-.539568092631645,TRUE,28
N13,naming,nonword,high,high,5,uands,.829,-.187535123846842,TRUE,28
N13,naming,word,high,low,5,merry,.801,-.221894331913778,TRUE,28
N13,naming,nonword,low,high,5,stfte,1.005,.00498754151103897,TRUE,28
N13,naming,word,low,low,5,irons,.78,-.2484613592985,TRUE,28
N13,naming,nonword,low,high,4,iurk,.822,-.196014883925957,TRUE,28
N13,naming,nonword,high,low,5,keeks,.679,-.387134151423441,TRUE,28
N13,naming,word,high,low,5,grate,.67,-.400477566597125,TRUE,28
N13,naming,word,high,high,5,sight,.504,-.685179010910768,TRUE,28
N13,naming,nonword,low,low,5,thaik,.515,-.663588378318401,TRUE,28
N13,naming,word,high,high,4,ship,.565,-.570929547835696,TRUE,28
N13,naming,nonword,high,low,6,roiled,.874,-.134674903326602,TRUE,28
N13,naming,nonword,low,low,4,vabb,.993,-.00702461493696447,TRUE,28
N13,naming,word,high,low,5,rover,.698,-.359536176219765,TRUE,28
N13,naming,nonword,low,high,4,wlus,.787,-.239527030564734,TRUE,28
N13,naming,word,low,high,4,unit,.704,-.350976922824095,TRUE,28
N13,naming,word,low,high,6,normal,.697,-.360969868221613,TRUE,28
N13,naming,word,high,high,4,pool,.527,-.640554730440775,TRUE,28
N13,naming,word,low,high,6,dreams,.585,-.536143431750281,TRUE,28
N13,naming,nonword,low,high,4,aerd,.731,-.313341819232359,TRUE,28
N13,naming,nonword,low,low,6,thrued,1.159,.147557564357615,TRUE,28
N13,naming,word,high,low,6,licked,.858,-.153151179494175,TRUE,28
N13,naming,nonword,low,low,4,kyth,.901,-.104250021373799,TRUE,28
N13,naming,nonword,high,high,4,tiue,.785,-.242071561199729,TRUE,28
N13,naming,word,low,low,4,turf,.708,-.345311185288417,TRUE,28
N13,naming,word,high,high,6,waters,.681,-.384192972832625,TRUE,28
N13,naming,word,high,high,4,note,.652,-.427710717055484,TRUE,28
N13,naming,nonword,high,high,4,iape,.716,-.334075112021491,TRUE,28
N13,naming,nonword,low,high,6,ticyed,1.03,.0295588022415444,TRUE,28
N13,naming,nonword,low,low,4,deuf,.887,-.119910296672558,TRUE,28
N13,naming,word,low,low,5,ounce,.728,-.317454230785451,TRUE,28
N13,naming,word,low,high,4,knee,.65,-.430782916092454,TRUE,28
N13,naming,word,high,low,5,shave,.695,-.363843433417345,TRUE,28
N13,naming,nonword,high,high,5,ioles,.63,-.462035459596559,TRUE,28
N13,naming,word,high,low,6,jailed,.661,-.414001439130451,TRUE,28
N13,naming,nonword,low,low,5,volms,.711,-.341082849178896,TRUE,28
N13,naming,nonword,high,high,5,oines,.58,-.544727175441672,TRUE,28
N13,naming,nonword,low,high,5,rocis,.717,-.332679438382517,TRUE,28
N13,naming,nonword,high,low,4,looc,.831,-.185125484126689,TRUE,28
N13,naming,nonword,high,low,6,crames,.583,-.539568092631645,TRUE,28
N13,naming,word,low,low,4,grub,.58,-.544727175441672,TRUE,28
N13,naming,nonword,high,high,4,diae,.733,-.310609577095486,TRUE,28
N13,naming,nonword,high,low,5,smale,.86,-.150822889734584,TRUE,28
N13,naming,nonword,high,low,5,feeks,.549,-.599656837472606,TRUE,28
N13,naming,word,high,low,6,ringed,1.161,.149281702715754,TRUE,28
N13,naming,nonword,low,low,6,yolbed,.804,-.218156009803171,TRUE,28
N13,naming,nonword,high,low,4,gark,.686,-.376877651256252,TRUE,28
N13,naming,nonword,low,high,5,dzeam,.793,-.231932057347289,TRUE,28
N13,naming,nonword,high,high,4,aied,.55,-.59783700075562,TRUE,28
N13,naming,word,low,low,5,idiom,.738,-.303811454381665,TRUE,28
N13,naming,word,high,low,5,vines,.578,-.54818141030976,TRUE,28
N13,naming,word,high,low,5,packs,.454,-.789658080940789,TRUE,28
N13,naming,word,low,low,5,reins,.586,-.534435489405125,TRUE,28
N13,naming,nonword,low,low,4,truv,.864,-.146182510178081,TRUE,28
N13,naming,word,low,low,4,dual,.788,-.238257189124258,TRUE,28
N13,naming,word,low,high,4,self,.596,-.517514611916787,TRUE,28
N13,naming,word,high,high,4,feed,.385,-.954511944694353,TRUE,28
N13,naming,word,low,high,5,doors,.494,-.705219761794215,TRUE,28
N13,naming,word,low,high,6,agreed,.642,-.443166975292176,TRUE,28
N13,naming,word,low,low,4,isle,.621,-.476424197048658,TRUE,28
N13,naming,word,high,high,5,rates,.662,-.412489723045129,TRUE,28
N13,naming,word,high,high,5,games,.544,-.608806032126194,TRUE,28
N13,naming,nonword,high,low,5,trile,.947,-.0544561857960589,TRUE,28
N13,naming,nonword,high,high,6,aocked,.934,-.0682788407532944,TRUE,28
N13,naming,word,high,high,6,missed,.607,-.499226487922639,TRUE,28
N13,naming,nonword,low,high,4,kexn,.903,-.102032725565152,TRUE,28
N13,naming,word,low,high,5,block,.546,-.605136303237232,TRUE,28
N13,naming,nonword,high,low,6,crades,.597,-.515838165589535,TRUE,28
N13,naming,word,high,low,5,minus,.575,-.553385238184787,TRUE,28
N13,naming,nonword,high,low,5,glave,.698,-.359536176219765,TRUE,28
N13,naming,word,high,high,4,safe,.614,-.487760350834995,TRUE,28
N13,naming,nonword,low,high,6,typlib,.956,-.0449973659307358,TRUE,28
N13,naming,nonword,high,high,5,caoed,.855,-.156653810045377,TRUE,28
N13,naming,word,high,low,6,tipped,.636,-.452556715642015,TRUE,28
N13,naming,nonword,low,high,5,smawn,1.12,.113328685307003,TRUE,28
N13,naming,nonword,low,high,4,ioed,.858,-.153151179494175,TRUE,28
N13,naming,nonword,high,high,6,uoiled,.989,-.0110609473594249,TRUE,28
N13,naming,word,high,low,4,vent,.737,-.3051673867928,TRUE,28
N13,naming,word,low,high,6,motion,.628,-.465215112513938,TRUE,28
N13,naming,nonword,low,low,6,cruled,.725,-.321583624127462,TRUE,28
N13,naming,word,high,low,6,mashed,.659,-.41703174447963,TRUE,28
N13,naming,nonword,high,high,4,iunt,1.026,.0256677467485778,TRUE,28
N13,naming,nonword,high,low,5,steek,.703,-.352398387171472,TRUE,28
N13,naming,word,low,low,6,weighs,.646,-.436955775199535,TRUE,28
N13,naming,nonword,low,high,4,dwrm,1.172,.158711691154821,TRUE,28
N13,naming,nonword,low,high,5,drous,1.13,.122217632724249,TRUE,28
N13,naming,word,low,high,4,sign,.716,-.334075112021491,TRUE,28
N13,naming,word,high,high,4,ease,.544,-.608806032126194,TRUE,28
N13,naming,nonword,low,high,5,snohd,1.01,.00995033085316809,TRUE,28
N13,naming,nonword,high,low,4,thap,.76,-.27443684570176,TRUE,28
N13,naming,nonword,low,low,5,pryts,.789,-.236988958136263,TRUE,28
N13,naming,nonword,low,low,6,froads,.834,-.18152187662339,TRUE,28
N13,naming,word,high,high,5,paint,.581,-.543004522130226,TRUE,28
N13,naming,word,low,low,4,chef,.772,-.258770728957361,TRUE,28
N13,naming,nonword,high,high,5,shaoe,.821,-.197232169529709,TRUE,28
N13,naming,nonword,low,low,6,mowlds,.849,-.16369609267079,TRUE,28
N13,naming,nonword,high,low,4,waip,.736,-.306525160253261,TRUE,28
N13,naming,word,high,low,4,rack,.68,-.385662480811985,TRUE,28
N13,naming,nonword,high,high,4,oang,.729,-.316081546973479,TRUE,28
N13,naming,word,high,high,4,mark,.717,-.332679438382517,TRUE,28
N13,naming,word,high,low,6,cocked,.88,-.127833371509885,TRUE,28
N13,naming,word,high,low,4,hush,.616,-.484508315448617,TRUE,28
N13,naming,word,low,low,5,easel,.597,-.515838165589535,TRUE,28
N13,naming,nonword,high,low,6,blaced,.58,-.544727175441672,TRUE,28
N13,naming,word,low,low,4,wolf,.527,-.640554730440775,TRUE,28
N13,naming,nonword,low,low,6,sprour,.566,-.569161200778954,TRUE,28
N13,naming,nonword,high,low,5,hiped,1.148,.138021297897375,TRUE,28
N13,naming,nonword,low,high,5,phuph,.627,-.466808738349216,TRUE,28
N13,naming,nonword,high,high,5,taies,.649,-.432322562278047,TRUE,28
N13,naming,word,low,low,6,draped,.664,-.409473129505703,TRUE,28
N13,naming,nonword,low,high,4,plau,.74,-.301105092783922,TRUE,28
N13,naming,word,high,high,5,store,.476,-.742337424750717,TRUE,28
N13,naming,nonword,high,low,6,swores,.483,-.727738625329564,TRUE,28
N13,naming,word,high,high,4,fill,.673,-.396009949337409,TRUE,28
N13,naming,nonword,low,low,6,cweate,.637,-.450985623409974,TRUE,28
N13,naming,word,high,high,6,packed,.545,-.606969484318893,TRUE,28
N13,naming,nonword,high,high,6,eapped,.796,-.228156093137754,TRUE,28
N13,naming,word,low,high,5,names,.773,-.257476230394715,TRUE,28
N13,naming,word,high,high,6,locked,.577,-.549913012474038,TRUE,28
N13,naming,word,low,high,4,evil,.563,-.574475650842447,TRUE,28
N13,naming,nonword,low,low,5,gwern,.648,-.433864582629862,TRUE,28
N13,naming,word,low,high,6,talked,.557,-.585190039054853,TRUE,28
N13,naming,nonword,high,high,6,seaqed,1.295,.258510695151501,TRUE,28
N13,naming,nonword,low,high,5,iogue,.885,-.122167633974208,TRUE,28
N13,naming,word,high,high,4,milk,.659,-.41703174447963,TRUE,28
N13,naming,nonword,high,low,5,dedge,.65,-.430782916092454,TRUE,28
N13,naming,nonword,low,low,4,deke,.702,-.353821874956326,TRUE,28
N13,naming,word,high,low,6,raving,.526,-.642454066244427,TRUE,28
N13,naming,word,high,low,4,worm,.518,-.657780036722654,TRUE,28
N13,naming,nonword,low,high,6,knenge,.789,-.236988958136263,TRUE,28
N13,naming,word,high,high,5,bound,.659,-.41703174447963,TRUE,28
N13,naming,nonword,low,high,4,seqp,1.342,.29416103854949,TRUE,28
N13,naming,nonword,high,low,4,toop,.754,-.282362910974181,TRUE,28
N13,naming,word,low,high,4,golf,.555,-.588787165235702,TRUE,28
N13,naming,word,low,high,5,tools,.421,-.865122445299756,TRUE,28
N13,naming,nonword,high,low,4,lois,.642,-.443166975292176,TRUE,28
N13,naming,word,low,low,4,numb,.711,-.341082849178896,TRUE,28
N13,naming,word,low,high,5,ideal,.503,-.687165108882398,TRUE,28
N13,naming,word,high,high,6,rights,.559,-.581605805827038,TRUE,28
N13,naming,nonword,high,high,6,aopped,.645,-.438504962186365,TRUE,28
N13,naming,nonword,low,high,4,wefg,.695,-.363843433417345,TRUE,28
N13,naming,word,high,low,4,curl,.465,-.765717873394781,TRUE,28
N13,naming,word,high,low,5,latch,.634,-.455706324544911,TRUE,28
N13,naming,word,low,low,6,bolted,.604,-.504181081047322,TRUE,28
N13,naming,nonword,low,high,6,flepts,.523,-.648173814917214,TRUE,28
N13,naming,word,low,low,6,summed,.799,-.224394333215862,TRUE,28
N13,naming,nonword,low,high,6,jridge,.845,-.168418651624963,TRUE,28
N13,naming,nonword,high,high,4,siae,1.002,.00199800266267306,TRUE,28
N13,naming,word,low,high,6,raised,.621,-.476424197048658,TRUE,28
N13,naming,nonword,low,low,6,quetts,.608,-.49758039701597,TRUE,28
N13,naming,word,low,low,4,jolt,.777,-.25231492861449,TRUE,28
N13,naming,nonword,high,high,4,haie,.743,-.297059234264378,TRUE,28
N13,naming,nonword,high,high,5,clajs,.686,-.376877651256252,TRUE,28
N13,naming,word,low,low,5,abide,.662,-.412489723045129,TRUE,28
N13,naming,word,high,low,5,pines,.549,-.599656837472606,TRUE,28
N13,naming,nonword,low,low,5,kwauc,.64,-.446287102628419,TRUE,28
N13,naming,word,low,high,4,tree,.539,-.61803970807314,TRUE,28
N13,naming,nonword,low,low,4,ufts,.625,-.470003629245736,TRUE,28
N13,naming,nonword,low,low,6,bounge,.644,-.440056552877783,TRUE,28
N13,naming,nonword,high,low,6,craked,.535,-.62548853208613,TRUE,28
N13,naming,word,low,low,4,wrap,.789,-.236988958136263,TRUE,28
N13,naming,nonword,high,high,6,staoes,.543,-.610645959048202,TRUE,28
N13,naming,nonword,low,high,5,rogts,.643,-.441610554744518,TRUE,28
N13,naming,word,high,high,4,race,.57,-.562118918153541,TRUE,28
N13,naming,nonword,high,low,6,lanked,.581,-.543004522130226,TRUE,28
N13,naming,nonword,high,high,6,einged,.806,-.215671536475509,TRUE,28
N13,naming,word,high,high,4,rise,.632,-.45886588483528,TRUE,28
N13,naming,nonword,low,low,6,breked,.641,-.444725822061467,TRUE,28
N13,naming,nonword,low,high,6,snoqze,.742,-.298406035814757,TRUE,28
N13,naming,nonword,low,low,5,clett,.555,-.588787165235702,TRUE,28
N13,naming,word,high,high,6,pulled,.55,-.59783700075562,TRUE,28
N13,naming,nonword,high,low,5,speep,.452,-.794073099149906,TRUE,28
N13,naming,word,high,low,4,hike,.571,-.560366069326127,TRUE,28
N13,naming,word,low,low,4,void,.789,-.236988958136263,TRUE,28
N13,naming,word,high,high,6,latter,.545,-.606969484318893,TRUE,28
N13,naming,nonword,low,low,4,hoac,.761,-.273121921120451,TRUE,28
N13,naming,word,low,high,6,wished,.534,-.627359440021942,TRUE,28
N13,naming,word,high,low,5,wakes,.649,-.432322562278047,TRUE,28
N13,naming,nonword,high,low,4,stim,.437,-.827822083886547,TRUE,28
N13,naming,word,low,low,6,fluent,.458,-.780886094867952,TRUE,28
N13,naming,word,low,low,5,cured,.755,-.281037529733112,TRUE,28
N13,naming,nonword,low,high,4,nras,.935,-.06720874969345,TRUE,28
N13,naming,nonword,low,low,5,yeece,.622,-.474815186242958,TRUE,28
N13,naming,word,low,high,6,cattle,.657,-.420071260497527,TRUE,28
N13,naming,nonword,high,high,6,xashed,.932,-.0704224642965458,TRUE,28
N13,naming,word,high,low,6,heaped,.663,-.410980288796275,TRUE,28
N13,naming,nonword,low,high,4,zryf,.787,-.239527030564734,TRUE,28
N13,naming,word,high,high,6,formed,.522,-.650087691099498,TRUE,28
N13,naming,nonword,high,high,4,aoon,.779,-.249744233111389,TRUE,28
N13,naming,nonword,low,low,6,korged,.81,-.210721031315653,TRUE,28
N13,naming,nonword,high,low,6,snocks,.993,-.00702461493696447,TRUE,28
N13,naming,word,low,high,5,dance,.703,-.352398387171472,TRUE,28
N13,naming,word,high,low,6,spared,.514,-.665532013526972,TRUE,28
N13,naming,nonword,high,low,5,yails,1.021,.0207825391825284,TRUE,28
N13,naming,word,low,low,6,clique,1.235,.211070970079941,TRUE,28
N13,naming,word,high,high,4,sold,.61,-.49429632181478,TRUE,28
N13,naming,word,low,high,4,iron,.592,-.524248644098131,TRUE,28
N13,naming,nonword,low,high,4,qymn,.839,-.175544572514931,TRUE,28
N13,naming,nonword,low,low,4,shuf,.649,-.432322562278047,TRUE,28
N13,naming,word,high,low,4,swan,.562,-.576253429088446,TRUE,28
N13,naming,nonword,high,high,6,grajes,.786,-.24079848655293,TRUE,28
N13,naming,nonword,high,high,4,braj,.748,-.29035230100766,TRUE,28
N13,naming,nonword,low,high,6,heeied,.678,-.388607991041741,TRUE,28
N13,naming,nonword,high,low,4,draz,.641,-.444725822061467,TRUE,28
N13,naming,nonword,low,high,6,lulred,.84,-.174353387144778,TRUE,28
N13,naming,word,low,high,5,enemy,.908,-.0965109003808437,TRUE,28
N13,naming,word,high,high,6,washed,.605,-.502526820951296,TRUE,28
N13,naming,nonword,high,low,4,bims,.806,-.215671536475509,TRUE,28
N13,naming,word,low,high,5,liked,.71,-.342490308946776,TRUE,28
N13,naming,word,low,low,6,relied,.587,-.532730459154041,TRUE,28
N13,naming,word,high,low,6,paving,.742,-.298406035814757,TRUE,28
N13,naming,nonword,high,high,6,iagged,.834,-.18152187662339,TRUE,28
N13,naming,nonword,high,high,5,ueans,.859,-.151986356997882,TRUE,28
N13,naming,nonword,low,low,5,highf,.935,-.06720874969345,TRUE,28
N13,naming,word,low,high,6,weight,.748,-.29035230100766,TRUE,28
N13,naming,word,high,low,4,wink,.628,-.465215112513938,TRUE,28
N13,naming,word,low,low,4,itch,.729,-.316081546973479,TRUE,28
N13,naming,nonword,low,low,6,weiths,.718,-.331285709933913,TRUE,28
N13,naming,word,high,low,4,mule,.816,-.20334092401803,TRUE,28
N13,naming,word,low,high,6,effort,.659,-.41703174447963,TRUE,28
N13,naming,word,low,high,5,limit,.881,-.126697653045958,TRUE,28
N13,naming,word,high,high,4,park,.442,-.816445396904439,TRUE,28
N13,naming,word,high,low,6,rocket,.518,-.657780036722654,TRUE,28
N13,naming,word,low,low,4,oval,.58,-.544727175441672,TRUE,28
N13,naming,word,low,high,5,ahead,.582,-.541284831250699,TRUE,28
N13,naming,nonword,low,low,5,haivs,.664,-.409473129505703,TRUE,28
N13,naming,nonword,high,high,5,iared,.727,-.318828801448618,TRUE,28
N13,naming,word,high,high,5,homes,.673,-.396009949337409,TRUE,28
N13,naming,word,high,low,4,melt,.708,-.345311185288417,TRUE,28
N13,naming,word,high,high,4,king,.576,-.551647618286246,TRUE,28
N13,naming,nonword,low,high,4,oxbs,.816,-.20334092401803,TRUE,28
N13,naming,word,low,low,6,wedged,.636,-.452556715642015,TRUE,28
N13,naming,word,low,low,5,clues,.592,-.524248644098131,TRUE,28
N13,naming,nonword,high,low,6,eacked,.896,-.109814866007207,TRUE,28
N13,naming,word,high,low,4,mend,.805,-.216913001563574,TRUE,28
N13,naming,word,high,low,6,banker,.803,-.219400565035375,TRUE,28
N13,naming,nonword,low,high,4,sjiv,.794,-.230671817735001,TRUE,28
N13,naming,nonword,low,low,5,teene,.689,-.372514007968479,TRUE,28
N13,naming,nonword,low,high,6,reuged,.791,-.234457311214483,TRUE,28
N13,naming,word,low,high,5,yards,.606,-.500875292912823,TRUE,28
N13,naming,word,low,low,4,menu,.555,-.588787165235702,TRUE,28
N13,naming,nonword,low,high,5,nocve,.827,-.189950583958446,TRUE,28
N13,naming,word,high,high,6,faster,.652,-.427710717055484,TRUE,28
N13,naming,nonword,high,low,6,starks,.984,-.0161293819298836,TRUE,28
N13,naming,nonword,high,high,6,sgacks,.825,-.192371892647456,TRUE,28
N13,naming,nonword,low,low,6,lothed,.671,-.398986142010455,TRUE,28
N13,naming,word,high,low,4,hack,.684,-.379797361359587,TRUE,28
N13,naming,word,high,high,5,parts,.465,-.765717873394781,TRUE,28
N13,naming,nonword,low,high,5,dyxes,.816,-.20334092401803,TRUE,28
N13,naming,nonword,high,high,6,aettle,.737,-.3051673867928,TRUE,28
N13,naming,word,low,high,6,proved,.486,-.721546655081643,TRUE,28
N13,naming,nonword,low,high,4,niys,.669,-.401971218853909,TRUE,28
N13,naming,nonword,low,low,6,fleste,.563,-.574475650842447,TRUE,28
N13,naming,nonword,high,high,5,uests,.818,-.20089294237939,TRUE,28
N13,naming,nonword,high,low,5,wongs,.609,-.49593701127224,TRUE,28
N13,naming,word,high,high,6,leaned,.543,-.610645959048202,TRUE,28
N13,naming,word,high,high,5,beach,.68,-.385662480811985,TRUE,28
N13,naming,nonword,high,low,4,plap,.481,-.731888008876376,TRUE,28
N13,naming,nonword,high,low,5,geams,1.042,.0411419433311752,TRUE,28
N13,naming,word,high,low,5,stale,.51,-.673344553263766,TRUE,28
N13,naming,nonword,high,low,5,frain,.508,-.677273831403655,TRUE,28
N13,naming,word,low,low,6,glazed,.615,-.486133011175619,TRUE,28
N13,naming,nonword,low,low,4,ipce,.801,-.221894331913778,TRUE,28
N13,naming,word,low,high,4,ends,.629,-.463624022281697,TRUE,28
